MA_ID;caseID;system;Phylum;resp.categ;resp.scale;resp.subset;res.unit;log10cellsize;newresp;resptype
MS006;MS006_7;M;Dinophyta;C fixation;specific;ratio resp to ps;ratio_resp_photosyn;3.547619048;-0.573544604;log
MS006;MS006_7;M;Dinophyta;C fixation;specific;ratio resp to ps;ratio_resp_photosyn;4.761904762;-0.221166283;log
MS006;MS006_7;M;Dinophyta;C fixation;specific;ratio resp to ps;ratio_resp_photosyn;4.857142858;-0.311593067;log
MS006;MS006_7;M;Haptophyta;C fixation;specific;ratio resp to ps;ratio_resp_photosyn;1.642857143;-1.520573775;log
MS006;MS006_7;M;Haptophyta;C fixation;specific;ratio resp to ps;ratio_resp_photosyn;1.880952381;-1.658407674;log
MS006;MS006_7;M;Haptophyta;C fixation;specific;ratio resp to ps;ratio_resp_photosyn;2.30952381;-0.767246116;log
MS006;MS006_7;M;Cyanobacteria;C fixation;specific;ratio resp to ps;ratio_resp_photosyn;-0.833333333;-0.177406639;log
MS006;MS006_7;M;Cyanobacteria;C fixation;specific;ratio resp to ps;ratio_resp_photosyn;-0.428571429;-0.520692296;log
MS006;MS006_7;M;Chlorophyta;C fixation;specific;ratio resp to ps;ratio_resp_photosyn;0.452380952;-0.092013253;log
MS006;MS006_7;M;Chlorophyta;C fixation;specific;ratio resp to ps;ratio_resp_photosyn;0.785714286;-0.521700972;log
MS006;MS006_7;M;other;C fixation;specific;ratio resp to ps;ratio_resp_photosyn;1.095238095;-1.060846777;log
MS006;MS006_7;M;other;C fixation;specific;ratio resp to ps;ratio_resp_photosyn;1.880952381;-0.910927455;log
MS009;MS009_1;M;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.302629593;1.149220157;log
MS009;MS009_1;M;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.302629593;1.211476966;log
MS009;MS009_1;M;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.302629593;1.289297978;log
MS009;MS009_1;M;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.302629593;1.483850507;log
MS009;MS009_1;M;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.894736305;1.577235721;log
MS009;MS009_1;M;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.894736305;1.616146226;log
MS009;MS009_1;M;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.894736305;1.678403036;log
MS009;MS009_1;M;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.888157582;1.77178825;log
MS009;MS009_1;M;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.032892626;2.090854398;log
MS009;MS009_1;M;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.026312588;2.254278522;log
MS009;MS009_1;M;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.032892626;2.448831051;log
MS009;MS009_1;M;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.026312588;2.620037277;log
MS009;MS009_1;M;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.164471824;2.37101004;log
MS009;MS009_1;M;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.164471824;2.464395254;log
MS009;MS009_1;M;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.164471824;2.604473075;log
MS009;MS009_1;M;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.559209759;2.674511985;log
MS009;MS009_1;M;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.559209759;2.728986693;log
MS009;MS009_1;M;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.559209759;2.783461401;log
MS009;MS009_1;M;Ochrophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.927631067;1.585017822;log
MS009;MS009_1;M;Ochrophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.93421051;1.63949253;log
MS009;MS009_1;M;Ochrophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.93421051;1.701749339;log
MS009;MS009_1;M;Ochrophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.927631067;1.764006149;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.039473607;1.693967238;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.039473607;1.732877744;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.039473607;1.872955565;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.32894606;1.919648172;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.32894606;1.950776577;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.32894606;2.013033386;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.611841157;2.456613153;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.611841157;2.332099534;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.578947347;2.308753231;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.572367342;2.083072297;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.578947347;2.013033386;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.611841157;1.911866071;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.611841157;1.810698756;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.796052311;2.223150117;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.796052311;2.269842725;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.796052311;2.324317433;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.881578648;1.90408397;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.881578648;2.075290196;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.874999879;2.199803814;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.881578648;2.262060623;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.914473267;2.262060623;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.914473267;2.316535332;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.874999879;2.526652063;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.874999879;2.565562569;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.855262864;2.884628717;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.861841952;2.946885526;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.947368034;2.884628717;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.947368034;3.016924437;log
MS009;MS009_1;M;Bacillariophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.947368034;3.001360234;log
MS009;MS009_1;M;Haptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.624999481;2.044161791;log
MS009;MS009_1;M;Haptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.624999481;2.090854398;log
MS009;MS009_1;M;Haptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.624999481;2.269842725;log
MS009;MS009_1;M;Haptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.940789327;2.230932219;log
MS009;MS009_1;M;Haptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.940789327;2.293189028;log
MS009;MS009_1;M;Haptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.940789327;2.378792141;log
MS009;MS009_1;M;Haptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.93421051;2.425484748;log
MS009;MS009_1;M;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.421052484;2.581126771;log
MS009;MS009_1;M;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.427630525;2.627819378;log
MS009;MS009_1;M;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.427630525;2.728986693;log
MS009;MS009_1;M;Dinophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.598683287;2.666729884;log
MS009;MS009_1;M;Dinophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.605263016;2.721204592;log
MS009;MS009_1;M;Dinophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.605263016;2.752332997;log
MS009;MS009_1;M;Dinophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.907894299;2.939103425;log
MS009;MS009_1;M;Dinophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.894736305;3.001360234;log
MS009;MS009_2;M;Cyanobacteria;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;0.302629593;-0.6029101;log
MS009;MS009_2;M;Cyanobacteria;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;0.302629593;-0.468294715;log
MS009;MS009_2;M;Cyanobacteria;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;0.302629593;-0.372140869;log
MS009;MS009_2;M;Chlorophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;0.901315531;-0.176954887;log
MS009;MS009_2;M;Chlorophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;0.894736305;-0.013524979;log
MS009;MS009_2;M;Chlorophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;0.888157582;0.015289546;log
MS009;MS009_2;M;Chlorophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;0.894736305;0.073013483;log
MS009;MS009_2;M;Chlorophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.032892626;0.193870011;log
MS009;MS009_2;M;Chlorophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.039473607;0.357363179;log
MS009;MS009_2;M;Chlorophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.032892626;0.895793088;log
MS009;MS009_2;M;Chlorophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.026312588;1.664992228;log
MS009;MS009_2;M;Chlorophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.171050359;0.675303463;log
MS009;MS009_2;M;Chlorophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.157891751;0.848317127;log
MS009;MS009_2;M;Chlorophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.572367342;0.734925173;log
MS009;MS009_2;M;Chlorophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.565788807;0.927201236;log
MS009;MS009_2;M;Chlorophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.565788807;1.590662774;log
MS009;MS009_2;M;Chlorophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.565788807;1.734893543;log
MS009;MS009_2;M;Ochrophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;0.93421051;-0.03256597;log
MS009;MS009_2;M;Ochrophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;0.93421051;0.005895568;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.039473607;-0.282059898;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.039473607;0.179478564;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.032892626;0.217908473;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.032892626;0.275600781;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.32236817;0.238530942;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.32236817;0.305838635;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.32894606;0.498177956;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.605263016;0.124506398;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.578947347;0.383995264;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.572367342;0.470502096;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.565788807;0.557008928;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.611841157;1.172614951;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.802631445;0.635070669;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.802631445;0.692762977;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.796052311;0.74080827;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.881578648;0.337373301;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.874999879;0.433495517;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.881578648;0.520065608;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.868420475;0.62577158;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.861841952;0.693047643;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.868420475;0.866156196;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.901315531;0.722083574;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.901315531;0.674006651;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.901315531;0.606698959;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.861841952;1.265163027;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.861841952;1.361316874;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.855262864;1.418977552;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.947368034;1.198266519;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.947368034;1.284804981;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.953947089;1.380990457;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.947368034;1.736728058;log
MS009;MS009_2;M;Bacillariophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.624999481;0.393832056;log
MS009;MS009_2;M;Haptophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.631578704;0.451555993;log
MS009;MS009_2;M;Haptophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.631578704;0.490017531;log
MS009;MS009_2;M;Haptophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.631578704;0.576555993;log
MS009;MS009_2;M;Haptophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.947368034;0.626151135;log
MS009;MS009_2;M;Haptophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.947368034;0.683843442;log
MS009;MS009_2;M;Haptophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.940789327;0.751119505;log
MS009;MS009_2;M;Haptophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;1.940789327;0.818427198;log
MS009;MS009_2;M;Haptophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.440787903;0.945831044;log
MS009;MS009_2;M;Cryptophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.440787903;1.080446428;log
MS009;MS009_2;M;Cryptophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.434209504;1.138107106;log
MS009;MS009_2;M;Cryptophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.605263016;0.927391013;log
MS009;MS009_2;M;Dinophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.592104554;1.1484816;log
MS009;MS009_2;M;Dinophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.598683287;1.186974768;log
MS009;MS009_2;M;Dinophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.598683287;1.263897845;log
MS009;MS009_2;M;Dinophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.907894299;1.399999819;log
MS009;MS009_2;M;Dinophyta;C fixation;absolute;C affinity per light;LN_pgC_per_micromolQuanta_per_m2;2.907894299;1.476922896;log
MS009;MS009_3;M;Cyanobacteria;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;0.305613306;0.285469188;log
MS009;MS009_3;M;Cyanobacteria;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;0.301455301;0.931130533;log
MS009;MS009_3;M;Cyanobacteria;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;0.305613306;1.033042004;log
MS009;MS009_3;M;Chlorophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;0.896049896;-0.126597098;log
MS009;MS009_3;M;Chlorophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;0.908523908;0.616030519;log
MS009;MS009_3;M;Chlorophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;0.9002079;0.679197869;log
MS009;MS009_3;M;Chlorophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;0.9002079;0.732595927;log
MS009;MS009_3;M;Chlorophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;2.027027027;-0.494055669;log
MS009;MS009_3;M;Chlorophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;2.031185031;1.044749006;log
MS009;MS009_3;M;Chlorophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;2.027027027;1.161284137;log
MS009;MS009_3;M;Chlorophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;2.027027027;1.200119089;log
MS009;MS009_3;M;Chlorophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;2.164241164;0.432129665;log
MS009;MS009_3;M;Chlorophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;2.168399168;1.276759583;log
MS009;MS009_3;M;Chlorophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;2.168399168;1.349575117;log
MS009;MS009_3;M;Chlorophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;2.563409563;-0.269806027;log
MS009;MS009_3;M;Chlorophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;2.563409563;0.230193973;log
MS009;MS009_3;M;Chlorophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;2.555093555;0.701128313;log
MS009;MS009_3;M;Chlorophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;2.559251559;1.176826191;log
MS009;MS009_3;M;Ochrophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;0.920997921;0.708172698;log
MS009;MS009_3;M;Ochrophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;0.920997921;0.756716388;log
MS009;MS009_3;M;Ochrophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;0.925155925;0.800375431;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.041580042;0.658750984;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.045738046;0.959691581;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.045738046;1.013089639;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.324324324;0.477080516;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.328482329;0.714914317;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.328482329;0.797438589;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.328482329;0.913943443;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.607068607;-0.306531699;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.577962578;0.936398684;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.615384615;0.931271824;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.573804574;0.965555174;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.573804574;1.038370708;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.577962578;1.086884121;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.611226611;1.057515693;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.607068607;1.164342087;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.802494802;0.580394808;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.798336798;0.730910522;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.798336798;0.813434794;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.798336798;0.87654159;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.873180873;0.87114224;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.873180873;0.909977191;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.873180873;0.943957774;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.914760915;0.953363745;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.873180873;0.987647094;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.873180873;1.026482046;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.873180873;1.060462628;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.873180873;1.133278162;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.906444906;0.783521385;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.910602911;0.827180429;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.873180873;1.356579133;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;2.858627859;0.650374422;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;2.858627859;0.698918111;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;2.95010395;0.368154936;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;2.941787942;0.557535878;log
MS009;MS009_3;M;Bacillariophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;2.945945946;0.805078417;log
MS009;MS009_3;M;Haptophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.619542619;-0.015360394;log
MS009;MS009_3;M;Haptophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.623700624;0.547716125;log
MS009;MS009_3;M;Haptophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.619542619;0.727358053;log
MS009;MS009_3;M;Haptophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.931392932;0.841592152;log
MS009;MS009_3;M;Haptophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.935550936;0.919231778;log
MS009;MS009_3;M;Haptophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.935550936;0.967775468;log
MS009;MS009_3;M;Haptophyta;C fixation;specific;Irradiance [compensation];µmol quanta s-1 m-2;1.931392932;1.006640696;log
