MA_ID;caseID;system;Phylum;resp.categ;resp.scale;resp.subset;res.unit;log10cellsize;newresp;resptype
MS001;MS001_1;M;Chlorophyta;C fixation;absolute;C half saturation;micromolCO2_per_L;2.060813116;0.179760399;log
MS001;MS001_1;M;Chlorophyta;C fixation;absolute;C half saturation;micromolCO2_per_L;2.185243609;0.168110714;log
MS001;MS001_1;M;Chlorophyta;C fixation;absolute;C half saturation;micromolCO2_per_L;2.281802382;0.156650218;log
MS001;MS001_1;M;Chlorophyta;C fixation;absolute;C half saturation;micromolCO2_per_L;2.383277952;0.150306818;log
MS001;MS001_1;M;Chlorophyta;C fixation;absolute;C half saturation;micromolCO2_per_L;2.804330481;0.125691132;log
MS001;MS001_1;M;Chlorophyta;C fixation;absolute;C half saturation;micromolCO2_per_L;2.893751014;0.094431736;log
MS001;MS001_2;M;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.059846042;0.863582496;log
MS001;MS001_2;M;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.182357117;0.838582497;log
MS001;MS001_2;M;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.28111214;1.126082497;log
MS001;MS001_2;M;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.385559049;1.182332496;log
MS001;MS001_2;M;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.80537153;1.613582497;log
MS001;MS001_2;M;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.896888133;1.738582496;log
MS001;MS001_3;M;Chlorophyta;C fixation;absolute;C affinity per Cavail;LN_pgC_per_pgC;2.064256058;-0.692803188;log
MS001;MS001_3;M;Chlorophyta;C fixation;absolute;C affinity per Cavail;LN_pgC_per_pgC;2.186258095;-0.712922208;log
MS001;MS001_3;M;Chlorophyta;C fixation;absolute;C affinity per Cavail;LN_pgC_per_pgC;2.28792646;-0.4111369;log
MS001;MS001_3;M;Chlorophyta;C fixation;absolute;C affinity per Cavail;LN_pgC_per_pgC;2.394678242;-0.337367158;log
MS001;MS001_3;M;Chlorophyta;C fixation;absolute;C affinity per Cavail;LN_pgC_per_pgC;2.814060245;0.118663975;log
MS001;MS001_3;M;Chlorophyta;C fixation;absolute;C affinity per Cavail;LN_pgC_per_pgC;2.903020064;0.266203458;log
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;1.790494704;1.246901211;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;1.792097726;0.981395543;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;1.806244611;0.88094247;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;1.816791267;1.033410472;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;1.825007848;1.04315974;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;1.816992739;1.151249333;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;1.827390481;1.246901211;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;1.836999852;0.885088152;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;1.851286892;0.856472986;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;1.8636906;0.906111048;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;1.876032991;0.927633287;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;1.866187109;1.151249333;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;2.012719057;1.966133848;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;2.013148282;2.474703008;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;2.031701286;2.618127804;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;2.049991501;2.40596446;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;2.062290093;2.40596446;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;2.068605823;2.630448616;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;2.085074024;2.73112552;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;2.10743749;2.474703008;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;2.453830325;2.451574677;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;2.529417614;2.139511942;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;2.53529536;1.849721495;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;2.593266931;2.521616311;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;2.632720535;3.310852467;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;2.63836177;2.521616311;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;2.638396809;2.569418957;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;2.654646017;2.372314529;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;2.705811315;2.274162276;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;2.738738957;2.440091696;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;2.764895365;1.875958742;untransformed
MS001;MS001_7;M;Chlorophyta;growth;absolute;growth rate;per_day;2.788292474;2.95804186;untransformed
MS003;MS003_1;F;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;-0.152304609;-1.784341564;log
MS003;MS003_1;F;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;-0.112224449;-1.61135831;log
MS003;MS003_1;F;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;-0.08016032;-1.692632723;log
MS003;MS003_1;F;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;-0.008016032;-1.692449305;log
MS003;MS003_1;F;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0;-1.580564519;log
MS003;MS003_1;F;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.08016032;-1.549852247;log
MS003;MS003_1;F;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.144288577;-1.519180734;log
MS003;MS003_1;F;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.216432866;-1.600353249;log
MS003;MS003_1;F;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.240480962;-1.508766686;log
MS003;MS003_1;F;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.048096193;-1.64145919;log
MS003;MS003_1;F;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.048096193;-1.773662579;log
MS003;MS003_1;F;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.104208417;-1.793858904;log
MS003;MS003_1;F;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.104208417;-1.732841955;log
MS003;MS003_1;F;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.04008016;-1.987242281;log
MS003;MS003_1;F;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.304609219;-1.406908733;log
MS003;MS003_1;F;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.376753507;-1.366047349;log
MS003;MS003_1;F;Cyanobacteria;C fixation;absolute;C fixation rate;LN_pgC_per_hr;0.440881763;-1.35571482;log
MS003;MS003_1;F;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.739478958;-0.569362454;log
MS003;MS003_1;F;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.803607215;-0.73191128;log
MS003;MS003_1;F;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.843687375;-0.518250059;log
MS003;MS003_1;F;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.811623246;-0.518331579;log
MS003;MS003_1;F;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.875751503;-0.457151591;log
MS003;MS003_1;F;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.883767535;-0.365605788;log
MS003;MS003_1;F;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.923847696;-0.467198804;log
MS003;MS003_1;F;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.947895791;-0.589171563;log
MS003;MS003_1;F;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.036072144;-0.649964336;log
MS003;MS003_1;F;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;1.955911823;-0.345083387;log
MS003;MS003_1;F;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.004008016;-0.426317041;log
MS003;MS003_1;F;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.052104209;-0.385516796;log
MS003;MS003_1;F;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.028056112;-0.324560986;log
MS003;MS003_1;F;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.02004008;-0.253394925;log
MS003;MS003_1;F;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.116232465;-0.222641894;log
MS003;MS003_1;F;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.132264529;-0.303957067;log
MS003;MS003_1;F;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.188376753;-0.202119493;log
MS003;MS003_1;F;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.228456914;-0.090153188;log
MS003;MS003_1;F;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.324649298;-0.039061173;log
MS003;MS003_1;F;Chlorophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.444889779;0.123956387;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.941883767;0.58284705;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.981963928;0.38972861;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.949899799;0.308291159;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;2.973947896;0.196487891;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;3.006012024;-0.250888217;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;3.038076152;0.257667878;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;3.054108217;0.369573044;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;3.062124248;0.440779865;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;3.150300601;0.379987093;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;3.086172345;0.603552869;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;3.142284569;0.49183112;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;3.22244489;0.420848477;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;3.26252505;0.502306308;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;3.310621242;0.53293706;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;3.22244489;0.614068816;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;3.190380761;0.756360178;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;3.254509018;0.705675758;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;3.310621242;0.654970959;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;3.342685371;0.787255868;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;3.446893787;0.533283516;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;3.503006012;0.5029177;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;3.422845692;0.909493563;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;3.519038076;0.736856764;log
MS003;MS003_1;F;Cryptophyta;C fixation;absolute;C fixation rate;LN_pgC_per_hr;3.687374749;1.001691519;log
MS003;MS003_2;F;Cyanobacteria;resource uptake;absolute;N uptake;LN_pgN_per_hr;-0.148148148;-2.099009901;log
MS003;MS003_2;F;Cyanobacteria;resource uptake;absolute;N uptake;LN_pgN_per_hr;-0.109161793;-2.247524752;log
MS003;MS003_2;F;Cyanobacteria;resource uptake;absolute;N uptake;LN_pgN_per_hr;-0.038986355;-2.089108911;log
MS003;MS003_2;F;Cyanobacteria;resource uptake;absolute;N uptake;LN_pgN_per_hr;-0.054580897;-2.178217822;log
MS003;MS003_2;F;Cyanobacteria;resource uptake;absolute;N uptake;LN_pgN_per_hr;0.007797271;-2.267326733;log
MS003;MS003_2;F;Cyanobacteria;resource uptake;absolute;N uptake;LN_pgN_per_hr;0.062378168;-2.475247525;log
MS003;MS003_2;F;Cyanobacteria;resource uptake;absolute;N uptake;LN_pgN_per_hr;0.093567251;-2.217821782;log
MS003;MS003_2;F;Cyanobacteria;resource uptake;absolute;N uptake;LN_pgN_per_hr;0.093567251;-2.108910891;log
MS003;MS003_2;F;Cyanobacteria;resource uptake;absolute;N uptake;LN_pgN_per_hr;0.046783626;-2.069306931;log
MS003;MS003_2;F;Cyanobacteria;resource uptake;absolute;N uptake;LN_pgN_per_hr;0.116959064;-2;log
MS003;MS003_2;F;Cyanobacteria;resource uptake;absolute;N uptake;LN_pgN_per_hr;0.038986355;-1.871287129;log
MS003;MS003_2;F;Cyanobacteria;resource uptake;absolute;N uptake;LN_pgN_per_hr;0.101364522;-1.910891089;log
MS003;MS003_2;F;Cyanobacteria;resource uptake;absolute;N uptake;LN_pgN_per_hr;0.155945419;-1.861386139;log
MS003;MS003_2;F;Cyanobacteria;resource uptake;absolute;N uptake;LN_pgN_per_hr;0.218323587;-1.881188119;log
MS003;MS003_2;F;Cyanobacteria;resource uptake;absolute;N uptake;LN_pgN_per_hr;0.319688109;-1.97029703;log
MS003;MS003_2;F;Cyanobacteria;resource uptake;absolute;N uptake;LN_pgN_per_hr;0.32748538;-1.782178218;log
MS003;MS003_2;F;Cyanobacteria;resource uptake;absolute;N uptake;LN_pgN_per_hr;0.382066277;-1.881188119;log
MS003;MS003_2;F;Cyanobacteria;resource uptake;absolute;N uptake;LN_pgN_per_hr;0.452241715;-1.702970297;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;1.676413255;-1.158415841;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;1.762183236;-1.118811881;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;1.79337232;-1.247524752;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;1.816764133;-1.326732673;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;1.816764133;-1.02970297;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;1.863547758;-0.97029703;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;1.8791423;-0.881188119;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;1.894736842;-1.00990099;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;1.910331384;-1.089108911;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;1.95711501;-1.03960396;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;2.035087719;-1.06930693;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;2.136452242;-1.06930693;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;2.019493178;-0.99009901;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;1.95711501;-0.94059406;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;1.910331384;-0.811881188;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;1.980506822;-0.762376238;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;2.035087719;-0.801980198;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;2.089668616;-0.772277228;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;2.144249513;-0.851485149;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;2.136452242;-0.683168317;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;2.144249513;-0.772277228;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;2.19883041;-0.732673267;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;2.261208577;-0.702970297;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;2.331384015;-0.702970297;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;2.354775828;-0.514851485;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;2.44834308;-0.495049505;log
MS003;MS003_2;F;Chlorophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;2.44834308;-0.425742574;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.025341131;-1.118811881;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;2.970760234;-0.584158416;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.048732943;-0.742574258;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.134502924;-0.722772277;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;2.962962963;-0.336633663;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;2.947368421;0.148514851;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.025341131;-0.138613861;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.10331384;-0.03960396;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.064327485;-0.376237624;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.087719298;-0.415841584;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.150097466;-0.465346535;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.274853801;-0.504950495;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.157894737;-0.247524752;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.220272904;-0.316831683;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.34502924;-0.366336634;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.337231969;-0.297029703;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.243664717;-0.237623762;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.282651072;-0.287128713;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.220272904;-0.108910891;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.235867446;0;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.204678363;0.06930693;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.111111111;0.217821782;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.259259259;0.108910891;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.321637427;0.089108911;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.360623782;-0.089108911;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.438596491;0.01980198;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.454191033;-0.04950495;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.524366472;-0.108910891;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.516569201;-0.623762376;log
MS003;MS003_2;F;Cryptophyta;resource uptake;absolute;N uptake;LN_pgN_per_hr;3.703703704;0.356435643;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;-0.147413286;-1.87037037;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;-0.106628454;-1.731481481;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;-0.075654027;-1.828703704;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.027704292;-1.805555556;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.07521311;-1.819444444;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;-0.020392416;-1.865740741;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;-0.020539389;-1.884259259;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.010839212;-1.930555555;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.058752204;-1.893518518;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.090681952;-1.87037037;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.146310994;-1.861111111;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.04218107;-1.981481481;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.065623163;-2.027777778;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.113131981;-2.041666667;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.104717813;-2.101851852;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.097957084;-1.953703704;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.161191946;-1.986111111;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.105562904;-1.99537037;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.216637272;-2;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.20127866;-1.935185185;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.233208407;-1.912037037;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.313014403;-1.856481482;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.320509994;-1.912037037;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.400242504;-1.865740741;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.447383892;-1.925925926;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.05595973;-2.24537037;log
MS003;MS003_3;F;Cyanobacteria;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;0.115116108;-2.791666667;log
MS003;MS003_3;F;Chlorophyta;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;1.749669312;-1.837962963;log
MS003;MS003_3;F;Chlorophyta;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;1.828850676;-1.861111111;log
MS003;MS003_3;F;Chlorophyta;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;1.868422986;-1.875;log
MS003;MS003_3;F;Chlorophyta;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;1.900389477;-1.847222222;log
MS003;MS003_3;F;Chlorophyta;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;1.95568783;-1.87962963;log
MS003;MS003_3;F;Chlorophyta;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;1.947567607;-1.902777778;log
MS003;MS003_3;F;Chlorophyta;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;1.947383892;-1.925925926;log
MS003;MS003_3;F;Chlorophyta;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;2.003123163;-1.902777778;log
MS003;MS003_3;F;Chlorophyta;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;2.066651969;-1.898148148;log
MS003;MS003_3;F;Chlorophyta;C fixation;specific;C fixation rate per C;LN_pgC_per_pgC_per_hr;2.066872428;-1.87037037;log
